hip,ra,dec,plx,e_plx,pmra,pmdec,b_v,vmag,btmag,vtmag
9637,30.9639052,-14.46236138,7.99,1.25,-6.8,-60.52,0.605,9.39,10.118,9.455
9638,30.97314189,-55.66142215,2.9,0.72,19.63,10.0,-0.057,8.4,8.344,8.383
9639,30.97452618,-17.51361926,2.95,0.96,-2.92,-11.79,1.605,7.03,9.112,7.22
9640,30.97466283,42.32984832,9.19,0.73,43.08,-50.85,1.37,2.1,4.006,2.33
9641,30.97737635,-2.71242043,3.3,1.0,21.25,-14.79,0.734,7.92,8.827,8.003
9642,30.9790763,-45.41303242,20.34,1.04,328.03,52.87,0.694,7.3,8.148,7.386
9643,30.98543205,14.18416761,15.62,1.4,19.29,-20.93,0.679,8.91,9.732,8.99
9644,30.99253417,29.90495433,3.45,1.05,20.76,-11.52,0.311,8.25,8.597,8.276
9645,30.99371542,-2.05446094,2.58,1.26,1.56,-0.2,0.425,8.95,9.432,8.981
9646,30.99937112,-44.00024423,9.62,1.12,11.08,40.7,0.734,8.89,9.792,8.98
9648,31.00044973,-32.51856978,4.29,0.96,23.34,-14.51,1.02,7.86,9.147,7.956
9647,31.00049159,8.09497613,10.2,0.92,37.9,-44.72,0.526,7.19,7.806,7.24
9649,31.00552358,-57.7036064,15.31,1.12,119.43,98.31,0.744,10.01,10.863,9.943
9650,31.0060703,-31.56433615,3.97,1.54,-5.68,-19.47,0.737,9.91,10.868,10.031
9651,31.017714,-71.2530122,4.8,2.23,21.56,15.48,0.635,9.31,9.938,9.25
9652,31.02651252,-46.37491932,10.92,1.0,164.73,75.1,0.667,8.89,9.732,8.957
9653,31.02902439,-12.30592631,6.98,1.67,10.15,-13.58,0.4,8.71,9.232,8.826
9654,31.03551176,19.89589771,2.66,1.33,-0.1,-3.9,0.298,9.38,9.695,9.381
9655,31.05181354,-11.85976239,3.1,0.83,55.35,-3.18,1.498,6.43,8.38,6.613
9656,31.05474348,51.96783144,5.3,0.69,27.54,-18.07,-0.037,6.66,6.612,6.658
9657,31.05708614,-6.54564709,18.6,1.57,115.45,-188.08,0.865,9.51,10.539,9.58
9658,31.06099623,-5.71098336,2.81,1.06,17.13,17.45,1.241,7.91,9.497,8.023
9659,31.06948079,60.24447153,22.16,0.93,-24.13,-60.81,0.555,7.36,8.004,7.409
9660,31.06971636,-32.49105672,12.6,1.4,0.92,-27.53,0.678,9.47,10.321,9.561
9662,31.07444494,-33.1566986,3.88,4.35,31.93,2.48,0.724,9.72,10.898,10.077
9661,31.07445917,-51.15354123,3.64,1.77,4.74,-68.64,1.038,9.14,10.438,9.224
9663,31.07450147,-54.35486191,3.07,0.77,28.48,-3.79,0.231,8.26,8.51,8.268
9664,31.0772204,-19.3677961,5.62,1.23,20.63,5.96,0.74,8.42,9.311,8.491
9665,31.07957122,71.21150342,11.99,0.8,-34.61,-11.53,0.367,7.68,8.08,7.715
9666,31.08074424,28.58412067,2.46,1.06,12.2,-3.89,1.369,8.6,10.402,8.766
9667,31.08248878,39.40363617,-0.39,1.5,-9.47,-4.4,0.557,8.81,9.463,8.866
9668,31.08636143,51.69332197,2.69,0.94,5.33,-0.65,1.19,8.3,9.856,8.447
9669,31.08806084,25.92016125,4.48,0.84,40.53,-7.74,1.01,7.14,8.439,7.261
9670,31.08991628,-6.44301859,2.62,3.1,37.06,-5.84,0.528,10.26,10.941,10.359
9671,31.09401811,45.82506221,2.79,1.09,-3.36,-9.85,0.074,9.39,9.427,9.352
9672,31.102233,-43.50767782,15.02,0.83,53.85,-7.04,0.607,7.81,8.526,7.88
9673,31.10606743,-42.06774945,11.26,1.24,-16.71,12.18,0.652,9.27,10.039,9.336
9674,31.11069723,21.03343692,9.34,1.31,44.03,-42.98,0.495,8.94,9.545,9.018
9675,31.11294247,50.25460264,0.5,1.26,-8.47,-2.18,1.531,8.93,10.872,9.102
9676,31.1172524,14.92781574,4.46,1.83,-20.6,-30.89,0.364,10.42,10.913,10.529
9677,31.12262534,-29.29683966,9.03,0.78,12.56,8.54,-0.156,4.68,4.5,4.668
9678,31.12642327,-16.21685623,13.52,1.04,-44.6,-72.63,0.461,7.5,8.029,7.541
9679,31.12742036,-58.34442829,5.89,0.62,3.34,11.24,0.151,7.7,7.889,7.724
9680,31.12757089,31.66703348,0.05,2.1,-5.03,-10.76,1.153,10.25,11.672,10.311
9681,31.12990332,-13.81325833,8.63,1.24,-4.35,9.82,0.548,8.41,9.066,8.481
9682,31.13076764,-53.65296907,2.59,0.91,16.08,-17.87,1.019,9.14,10.439,9.249
9683,31.14315629,25.41473128,26.91,0.83,-107.81,-175.26,0.71,7.43,8.329,7.499
9684,31.1459336,-71.94402755,-0.63,1.22,-5.02,5.57,1.25,10.52,11.707,10.556
9685,31.14600838,-54.88162897,21.17,0.56,75.79,-24.72,0.386,6.45,6.888,6.493
9686,31.14718233,-65.13702141,13.88,1.04,114.58,91.81,0.418,7.27,7.76,7.31
9687,31.15353037,-61.52009426,4.05,1.16,27.79,5.11,0.511,9.29,9.859,9.362
9688,31.15622133,26.25116185,2.1,1.04,12.22,-27.39,1.172,8.66,10.195,8.809
9689,31.15682556,61.74453243,-0.37,1.5,0.95,-1.94,0.432,9.33,9.788,9.345
9691,31.16610253,54.75638434,3.22,0.89,2.92,-10.37,-0.004,8.17,8.154,8.163
9690,31.16613087,65.10356605,9.78,0.69,43.82,-26.1,0.003,6.52,6.517,6.515
9692,31.1686956,-16.28762846,32.32,9.52,19.78,22.72,0.566,8.66,9.352,8.742
9693,31.1719348,-35.27332327,5.99,0.96,55.91,3.81,1.198,7.7,9.262,7.844
9694,31.17372582,-33.08379247,9.04,1.83,-0.32,9.05,0.9,8.78,9.959,8.922
9695,31.17397849,57.08803643,2.36,1.11,6.73,-3.1,0.18,8.74,8.921,8.762
9696,31.17950442,40.70535499,-0.21,1.18,5.81,-3.16,1.363,9.12,10.915,9.286
9697,31.18284953,-82.29944426,2.75,0.67,10.85,11.54,-0.005,7.99,7.983,7.99
9698,31.18457177,30.70765533,7.1,1.11,-56.53,-56.98,0.469,8.17,8.73,8.231
9699,31.18867142,-48.86282357,1.37,0.9,10.4,11.21,0.953,8.78,9.988,8.883
9700,31.19085257,39.43510605,4.25,1.14,-2.14,-1.8,0.38,8.25,8.671,8.29
9701,31.19442928,-17.28747921,1.66,1.0,23.45,-14.49,1.612,7.37,9.485,7.584
9702,31.20121359,49.56006021,0.11,1.43,-0.6,-2.9,0.066,9.4,9.435,9.369
9703,31.20184376,56.26201545,4.65,1.39,-3.0,-2.57,0.139,9.6,9.763,9.604
9704,31.20297349,60.5063139,11.98,1.7,9.62,-22.73,0.614,8.22,8.986,8.304
9705,31.20852672,-7.88225241,7.68,1.37,80.82,21.11,0.6,9.82,10.535,9.882
9706,31.21246935,7.73566461,6.8,0.98,29.54,-0.24,1.114,6.44,7.859,6.547
9707,31.21458395,31.06669313,-0.33,1.26,15.71,-9.88,1.104,8.73,10.149,8.85
9708,31.21836185,-56.16998381,8.1,1.07,-66.73,-95.71,0.565,9.51,10.221,9.613
9709,31.22264798,11.40503519,20.35,1.05,59.62,60.6,0.734,8.8,9.708,8.875
9710,31.23019962,-28.35862198,4.7,1.01,5.83,8.43,0.997,7.94,9.183,8.021
9711,31.23284511,-79.53800785,27.6,21.7,54.3,-139.8,,12.85,,
9712,31.23875416,-22.58902904,0.6,1.83,5.99,11.43,1.027,10.41,11.677,10.477
9713,31.24183602,-37.79875303,10.47,1.42,218.78,-134.43,0.563,10.05,10.677,10.071
9714,31.24362351,22.80310342,19.49,1.52,359.62,-345.4,0.89,9.51,10.694,9.615
9715,31.2454714,50.95609319,2.82,1.09,-4.96,-8.42,1.015,8.6,9.916,8.731
9716,31.24714248,-15.67799402,39.16,1.11,20.23,-45.15,0.832,7.79,8.813,7.852
9717,31.2494365,82.84337513,1.69,1.1,3.43,-2.04,1.685,9.8,12.142,10.153
9718,31.25210654,10.11605191,5.16,0.83,4.48,-4.53,0.988,7.04,8.29,7.14
9720,31.25607674,64.38560093,-0.18,0.95,-0.72,-1.92,0.307,7.1,7.45,7.162
9721,31.25636359,-68.30086219,1.43,0.72,18.53,12.32,1.248,8.15,9.758,8.276
9719,31.25679296,-10.85111792,3.47,1.73,20.2,-5.72,1.0,8.46,9.881,8.658
9722,31.26506376,-2.03836716,1.54,1.04,-11.93,-8.51,1.386,7.92,9.727,8.07
9723,31.26583931,55.62236117,9.92,0.65,52.62,-42.98,0.303,6.53,6.896,6.563
9724,31.26683543,-17.61420901,105.94,2.04,1317.53,-173.94,1.514,10.19,12.306,10.446
9725,31.27810498,19.18754877,8.66,1.25,-45.78,-5.04,0.569,8.9,9.556,8.945
9726,31.27884572,60.34576222,15.0,0.95,2.76,-159.85,0.571,7.51,8.216,7.576
9728,31.2793066,-42.98164492,-0.95,1.96,0.79,13.95,0.504,9.78,10.434,9.87
9727,31.27938922,77.28145654,29.8,0.56,138.9,-47.56,0.345,5.27,5.665,5.31
9729,31.28011017,-49.68182578,7.73,1.13,48.1,30.51,0.5,7.71,8.05,7.757
9730,31.28402119,-9.36096869,3.96,1.42,32.11,7.24,0.493,9.77,10.309,9.808
9731,31.29723777,-26.40339787,0.81,4.11,-1.6,-7.25,0.55,10.19,10.786,10.386
9732,31.29748672,-3.50480583,2.63,1.32,-5.22,7.22,0.971,9.31,10.546,9.414
9733,31.30633198,-0.96890425,3.07,2.7,31.95,-3.63,0.304,8.29,8.704,8.384
9734,31.30889782,-35.81908984,1.28,1.33,13.06,-25.16,1.5,9.52,11.164,9.632
9735,31.3107625,-42.71406067,1.97,1.04,6.82,-6.32,0.407,8.79,9.222,8.806
9737,31.31785906,-28.55813335,2.38,0.93,3.95,-28.96,1.483,7.34,9.288,7.499
9736,31.31788609,44.14061585,1.49,1.67,-4.54,-0.03,0.19,8.91,9.142,8.943
9738,31.31857002,-28.37825942,0.91,0.89,19.88,0.73,0.924,7.34,8.517,7.45
9739,31.3206014,29.10407479,6.29,0.87,33.12,-10.32,1.102,7.82,9.214,7.918
9741,31.32556419,-52.88331029,14.83,2.44,-26.72,-23.06,0.785,9.6,10.884,9.984
9740,31.32569389,45.09282588,1.08,1.22,14.37,-8.56,0.221,9.01,9.317,9.085
9742,31.3297113,0.32290725,20.85,1.19,1.4,-26.91,0.684,8.68,9.557,8.775
9743,31.33399805,67.67439517,7.59,1.38,17.2,-1.65,0.409,9.15,9.566,9.133
9744,31.33455348,-23.26528764,7.87,1.54,-12.9,-5.78,0.771,9.78,10.65,9.789
9745,31.34302294,68.6048195,2.25,0.82,-8.51,-2.66,0.289,8.01,8.35,8.046
9746,31.34382704,67.68359984,7.4,1.5,17.37,-5.89,0.396,9.35,9.732,9.313
9747,31.34669313,-59.16651795,6.19,1.46,-6.77,5.86,0.212,8.74,8.977,8.749
9748,31.34708066,10.07684358,2.31,0.86,2.82,5.21,1.5,7.01,9.218,7.178
9749,31.34762968,-28.07075687,44.37,1.97,340.02,422.12,1.4,10.88,,
9750,31.34830122,-59.16153766,1.48,11.3,-0.57,7.2,0.432,11.06,11.066,10.608
9751,31.34986561,-17.43715991,1.13,1.95,27.03,4.68,0.555,9.83,10.487,9.893
9752,31.3501096,-40.28771186,7.41,1.07,92.33,11.82,0.992,8.62,9.902,8.747
9753,31.35281718,-9.79187862,30.57,3.71,155.29,-28.43,1.021,9.56,10.699,9.498
9754,31.36191712,50.64327437,12.21,0.89,-2.26,-24.31,0.508,6.99,7.596,7.054
9755,31.36363756,-8.809885,1.03,1.21,-23.3,7.95,0.918,8.88,10.012,8.954
9756,31.3715089,61.78697438,3.69,1.3,12.84,-11.79,0.194,8.86,9.08,8.885
9757,31.3723788,-48.49058995,3.17,0.8,2.06,2.18,1.642,7.81,9.942,8.005
9758,31.37265482,15.92966342,0.33,1.64,6.55,-8.22,0.394,9.7,10.087,9.67
9759,31.37476801,44.18419526,2.52,1.03,-2.98,1.53,0.706,8.48,9.347,8.571
9760,31.37479712,-30.59229924,2.85,1.36,-4.56,3.89,1.108,9.4,10.767,9.463
9761,31.3750312,-54.25515163,1.13,0.94,42.55,7.37,1.074,9.21,10.608,9.348
9762,31.37576685,5.69724088,26.21,3.7,104.43,-282.73,1.428,12.02,,
9763,31.38157411,76.11511028,7.65,0.52,-12.19,-20.49,0.954,5.22,6.429,5.324
9764,31.38195979,12.16887073,20.89,1.49,-15.1,-81.04,1.0,10.03,11.359,10.124
9765,31.38258799,64.28703266,0.39,1.06,-0.91,-1.49,0.382,8.3,8.721,8.341
9766,31.39022605,-15.60424421,7.67,2.2,2.24,10.37,0.24,10.77,11.328,10.87
9767,31.3923422,-57.14416789,3.94,1.37,23.31,1.53,1.359,9.69,12.275,10.681
9768,31.39750476,-51.99122672,11.36,0.68,36.63,26.62,0.436,7.47,7.977,7.531
9769,31.40506005,-24.37934951,21.63,1.45,412.68,-55.9,0.795,8.95,9.937,8.993
9770,31.41030968,36.95509303,-1.21,3.41,38.09,-14.65,,11.81,,
9771,31.41128693,-66.13904807,14.5,0.86,117.05,-77.02,0.589,9.05,9.718,9.077
9772,31.41575812,36.95731785,-1.21,3.41,20.09,-7.25,0.424,9.78,10.236,9.787
9773,31.42167101,-71.60684671,6.95,0.65,97.54,59.55,1.068,7.31,8.695,7.442
9774,31.42185328,-24.3759005,22.31,1.89,420.17,-56.69,0.885,8.55,9.685,8.667
9775,31.42816956,-26.04913645,6.52,2.34,-51.12,-48.02,0.484,10.15,10.749,10.234
9776,31.43016519,-41.18071139,6.64,0.95,58.04,-5.55,0.53,8.51,9.125,8.564
9777,31.43151358,17.65003592,9.74,1.13,-15.99,-28.04,0.43,8.2,8.72,8.224
9778,31.43628133,-14.13385286,1.44,1.37,22.9,-11.93,1.397,8.64,10.447,8.775
9779,31.44279422,39.75981521,7.48,1.02,-64.99,-12.19,0.342,7.58,7.954,7.618
9781,31.44401246,38.00626901,3.19,1.01,16.48,-23.35,0.11,8.7,8.863,8.75
9780,31.44402154,25.14491501,4.16,0.93,-8.06,-14.09,1.015,7.55,8.84,7.656
9782,31.44603667,13.34276773,12.86,1.06,95.18,13.54,0.401,7.88,8.346,7.921
9783,31.44772423,-70.63129918,4.29,0.87,13.61,-31.09,0.627,9.22,9.978,9.3
9784,31.45090634,-62.6893165,9.47,1.12,111.93,110.21,0.649,9.79,10.558,9.831
9785,31.45177725,7.02839492,11.48,0.96,73.09,8.45,0.376,6.79,7.208,6.824
9786,31.45378802,-30.17689282,105.64,3.0,-527.75,100.08,1.719,12.15,,
9787,31.4553462,-41.9283399,2.31,1.33,0.41,10.45,0.302,9.77,10.15,9.8
9788,31.45587015,30.78410257,34.78,1.43,-171.67,-95.31,1.17,9.83,11.332,9.942
9789,31.47049106,-28.35613118,5.8,1.43,14.29,-44.14,0.624,9.38,10.101,9.412
9790,31.47915382,6.67752722,5.96,1.06,-7.81,1.07,0.409,7.81,8.277,7.836
9791,31.47937536,5.30559261,6.33,1.58,3.79,-5.69,0.437,8.67,9.152,8.688
9792,31.48396231,53.50599727,2.17,1.13,-19.71,-25.09,1.071,8.86,10.252,8.996
9793,31.48449701,-69.71884605,0.97,0.98,21.86,15.19,1.181,9.28,10.79,9.393
9794,31.49263782,-7.16464139,7.88,1.34,7.74,28.87,0.529,9.31,9.903,9.357
9795,31.49374499,60.278399,3.28,1.28,15.26,-12.91,1.4,8.36,10.093,8.514
9796,31.49445812,22.158099,-0.1,1.28,14.18,-14.64,1.832,9.1,11.472,9.305
9797,31.49504227,-21.75576566,7.29,1.17,7.65,13.7,1.008,8.34,9.646,8.47
9798,31.49728871,-22.15083961,7.55,1.06,3.17,54.21,0.499,8.2,8.784,8.262
9799,31.50347504,63.17236865,5.49,0.96,93.32,-27.65,1.166,7.53,9.027,7.653
9800,31.50717776,41.53290656,7.41,0.77,6.22,-16.84,0.314,6.86,7.223,6.899
9801,31.50980366,-23.40018652,8.03,1.45,11.37,-10.34,0.546,9.34,9.942,9.36
9802,31.51102909,74.58370931,2.4,0.7,-4.89,2.41,0.224,7.49,7.744,7.509
9803,31.52637583,78.78312934,3.72,1.05,7.82,-13.5,0.891,9.46,10.57,9.547
9804,31.53566532,63.36994918,1.08,2.71,0.79,-1.02,0.455,10.35,10.808,10.411
9805,31.54335612,46.85999594,14.0,0.94,15.26,-41.97,0.578,7.42,8.11,7.489
9806,31.54435451,-37.81155812,9.45,1.08,-4.93,101.34,0.546,8.76,9.394,8.812
9807,31.54458754,-10.27614984,13.22,0.89,47.63,-27.92,0.311,6.74,7.1,6.772
9808,31.54752167,49.15633789,0.72,0.89,6.75,-2.39,-0.05,7.93,7.851,7.921
9809,31.55113149,8.24814235,3.71,0.94,-14.16,-11.55,1.636,6.27,8.433,6.502
9810,31.55396709,9.43940738,7.81,1.88,58.71,-2.96,0.563,9.73,10.339,9.735
9811,31.55895947,-9.19541204,4.7,1.26,43.53,-15.39,1.105,8.59,9.99,8.69
9812,31.55984745,-39.53887127,2.45,0.73,1.09,-10.52,1.61,7.08,9.257,7.307
9813,31.56105041,-4.36500321,6.8,0.93,-42.62,-14.45,0.418,7.36,7.84,7.4
9814,31.56230681,25.10882838,2.15,1.66,-10.93,-7.62,0.254,7.75,7.953,7.686
9815,31.56698749,20.59232136,7.88,0.98,-61.1,-18.3,0.58,7.56,8.252,7.629
9817,31.56843437,57.30713091,1.28,0.94,-0.27,-1.04,0.067,7.98,8.054,7.987
9816,31.56855528,46.95744286,0.51,1.02,-0.68,-6.65,1.563,8.32,10.363,8.522
9818,31.5760616,-45.69650913,8.25,1.22,-37.47,-23.09,0.676,9.33,10.167,9.41
9819,31.58405832,-15.44618935,4.3,0.96,3.58,-31.06,1.394,6.96,8.768,7.1
9820,31.59219431,16.87366741,13.82,1.31,31.68,38.31,0.495,8.47,9.049,8.521
9821,31.59780701,-12.33237225,10.75,1.41,-41.1,-101.46,0.593,9.46,10.118,9.526
9822,31.60271591,38.89973105,1.84,1.23,-3.84,-0.03,0.067,7.9,7.965,7.918
9823,31.60890156,-9.99078234,0.7,1.19,19.24,-18.75,1.308,8.38,10.063,8.505
9824,31.61796622,18.48173012,2.11,1.33,17.04,-4.95,0.224,8.82,9.028,8.793
9825,31.61837855,-55.08286883,4.6,0.57,35.33,7.46,1.032,7.02,8.339,7.132
9826,31.62189821,57.04627328,-1.13,1.13,-0.21,-3.17,0.084,9.02,9.077,9.029
9827,31.62196116,0.03536862,5.98,0.87,64.17,6.46,0.897,6.29,7.43,6.385
9828,31.62329461,13.46192581,7.07,0.85,33.32,-10.41,1.08,7.16,8.532,7.264
9829,31.62599843,24.33435081,43.14,0.94,6.37,-147.15,0.662,6.89,7.689,6.962
9830,31.62661037,-13.90504355,6.86,1.41,72.42,19.03,0.348,8.94,9.348,8.99
9831,31.6272448,-23.566581,3.45,1.08,21.31,7.1,1.255,7.86,9.483,7.992
9832,31.62918364,61.04481078,5.48,1.3,10.14,-1.48,0.223,8.67,8.938,8.699
9833,31.63214628,26.83763203,3.22,1.28,10.6,-5.68,0.08,8.69,8.797,8.716
9834,31.63608857,-54.92645636,2.0,0.84,-2.8,-2.65,1.07,8.86,10.248,8.993
9835,31.64118281,-34.20534475,4.23,1.34,13.3,-12.82,1.075,9.6,10.936,9.674
9836,31.64130188,22.64840404,17.4,0.88,20.62,-35.84,0.121,5.03,5.193,5.043
9837,31.64402278,-14.46381613,12.05,1.03,-110.11,-85.85,0.612,8.06,8.807,8.134
9838,31.6471098,8.70381322,4.74,1.75,187.34,-30.7,0.566,9.91,10.602,9.896
9839,31.64888889,17.0842734,4.32,1.27,17.16,-11.83,0.421,8.67,9.142,8.696
9840,31.64981129,27.83397498,3.7,1.18,-8.93,-4.9,1.066,8.73,10.09,8.84
9841,31.65448171,-37.1186361,4.28,0.87,-4.15,-16.36,1.129,7.53,8.998,7.667
9842,31.66499139,10.47756302,10.62,0.93,-70.58,-10.41,0.559,7.74,8.383,7.796
9843,31.66501281,3.1016906,1.18,1.32,9.53,-5.57,0.974,9.24,10.471,9.339
9844,31.66661397,-26.82675053,2.97,1.52,25.97,-2.84,1.012,9.59,10.836,9.655
9845,31.67168885,-47.8026297,5.02,2.08,30.63,0.93,0.439,9.5,10.147,9.681
9846,31.67177226,-46.60783614,11.99,1.12,-22.92,-28.98,0.578,9.38,10.068,9.442
9848,31.673328,14.58379035,3.99,1.04,-8.67,-6.22,0.355,8.19,8.569,8.231
9847,31.67335681,-5.77771394,2.31,1.0,22.12,-10.73,1.459,8.06,9.966,8.216
9849,31.67516817,38.86144354,2.06,1.67,1.94,-9.68,1.008,9.9,11.169,9.994
9850,31.67686487,-10.10021944,8.04,1.26,-6.51,-50.08,0.574,9.02,9.699,9.096
9851,31.67734371,25.8308601,2.72,0.86,-6.21,-5.53,0.18,7.25,7.467,7.279
9852,31.68783993,54.30680019,6.33,0.96,26.07,-52.81,0.353,8.07,8.449,8.103
9853,31.68950032,-68.86108166,4.11,1.85,19.87,16.12,0.355,10.41,11.011,10.634
9854,31.69404111,3.90411123,-0.72,1.09,-4.21,-3.09,1.718,8.53,10.793,8.764
9855,31.70062844,-1.933714,6.41,1.27,45.26,-20.32,0.47,8.97,9.529,9.029
9856,31.70122225,1.44209572,1.77,0.85,14.61,10.61,1.535,7.05,9.01,7.207
9857,31.70315518,58.13731335,11.03,1.33,10.53,55.75,0.597,9.04,9.761,9.076
9858,31.70477753,29.26941907,14.09,0.83,-2.93,-5.93,0.186,6.75,6.964,6.77
9859,31.70509566,25.70458883,2.81,0.83,18.57,-14.54,-0.03,6.01,5.975,6.013
9860,31.70629287,-31.06224304,2.47,1.13,8.93,3.64,0.995,9.09,10.336,9.177
9861,31.71329809,37.63874013,2.18,1.25,7.37,-1.81,1.321,8.77,10.482,8.907
9862,31.71650468,-19.13878097,12.01,0.84,148.4,-36.22,1.143,6.39,7.868,6.52
9863,31.72514351,-48.03651982,2.8,1.1,30.65,38.09,0.267,9.31,9.618,9.328
9864,31.73293309,26.32333888,6.62,0.88,100.54,21.01,1.049,7.3,8.624,7.396
9865,31.73363686,-1.82366231,7.37,1.05,-17.04,-9.08,1.008,7.49,8.752,7.577
9866,31.73454284,-49.98028977,1.78,1.04,-6.01,-24.07,1.446,9.27,11.173,9.44
9867,,,,,,,1.46,10.23,,
9868,31.73628547,47.23093041,5.13,0.88,33.45,-8.6,0.17,8.24,8.457,8.254
9869,31.7388433,-15.70566088,3.47,1.03,-0.92,-18.27,1.626,7.58,9.701,7.784
9870,31.74551385,-65.94572014,6.57,0.54,5.97,-14.06,0.883,6.71,7.817,6.805
9871,31.74881206,-34.75376051,2.34,0.94,-11.21,-9.23,1.61,7.85,9.935,8.037
9872,31.74947545,-50.63830297,10.72,0.83,30.36,91.96,0.453,8.36,8.872,8.405
9873,31.75140939,35.36256268,10.31,1.62,196.37,-77.88,0.495,9.17,9.753,9.225
9874,31.75793858,-4.21752099,5.19,1.22,-38.87,-14.5,0.399,7.72,8.148,7.754
9875,31.76045573,-8.60630763,4.5,0.87,54.98,-21.53,0.932,6.64,7.819,6.742
9876,31.76637317,49.62520446,-1.02,1.15,10.06,-8.22,1.378,8.27,10.025,8.378
9877,31.77394051,69.94392586,8.86,2.6,78.93,-46.64,0.586,8.95,9.679,9.049
9878,31.78472998,-12.79999709,2.98,1.51,-32.41,-30.37,0.55,9.57,10.107,9.606
9879,31.78504683,-29.54291845,7.02,1.47,58.99,28.86,0.586,9.63,10.271,9.694
9880,31.78700572,4.32462269,12.35,3.99,72.04,-5.35,1.238,12.25,,
9881,31.78826616,74.86981741,6.97,0.68,29.58,-16.39,0.128,7.67,7.824,7.691
9882,31.78836557,7.30098238,7.58,1.21,18.6,-11.63,0.421,8.3,8.809,8.363
9883,31.79232399,-47.79834549,10.82,1.1,29.72,-63.18,0.695,9.21,10.085,9.302
9884,31.79285757,23.46277743,49.48,0.99,190.73,-145.77,1.151,2.01,3.524,2.152
9885,31.79745582,-60.9833967,18.83,0.58,125.96,112.27,0.534,7.51,8.12,7.556
9886,31.80023348,58.78775319,2.46,1.32,-0.61,-1.6,2.157,8.61,11.507,8.945
9887,31.80129313,-11.68229493,0.86,1.19,26.99,-7.37,1.094,8.27,9.665,8.379
9888,31.80246451,-27.81873209,11.34,1.97,112.64,-57.67,0.7,8.83,9.702,8.921
9889,31.80268656,-7.22555304,4.18,1.31,16.17,-0.21,0.246,8.98,9.231,8.973
9890,31.81298627,48.10072279,3.75,1.06,17.4,-13.17,0.116,8.69,8.801,8.681
9891,31.81849302,48.88609173,-0.62,1.64,3.66,-7.17,1.207,9.83,11.392,9.962
9892,31.82489917,-53.19898114,19.93,0.79,85.21,-22.47,0.701,8.64,9.509,8.718
9893,31.82913473,43.64192856,1.63,0.97,0.11,-4.09,-0.086,8.2,8.066,8.166
9894,31.83228714,48.86684333,7.05,1.1,0.68,19.45,0.53,9.15,9.783,9.216
9895,31.8324972,-32.32368052,4.47,1.17,10.87,6.5,1.314,9.11,10.791,9.225
9896,31.83309558,-17.63446093,5.11,1.67,-7.38,6.52,0.495,9.41,10.002,9.485
9897,31.83593788,27.23765018,4.95,0.86,-11.74,-9.96,0.103,7.01,7.126,7.02
9898,31.84424473,62.50069119,2.23,1.43,14.27,-8.84,0.44,9.34,9.856,9.389
9899,31.84857142,-73.40835432,3.42,0.86,42.03,41.27,1.071,8.85,10.229,8.973
9900,31.85671305,-28.89655193,3.84,0.92,22.93,-23.18,1.066,7.7,9.058,7.815
9901,31.85679897,-77.92117933,1.88,0.82,9.63,-1.86,1.393,9.0,10.813,9.147
9902,31.85840805,-59.67938421,22.24,0.63,93.05,-18.82,0.544,7.5,8.121,7.555
9903,31.86974953,-35.2685551,5.3,2.59,108.43,33.95,0.835,9.48,10.521,9.557
9904,31.87177645,10.29135548,8.61,3.29,174.59,-71.54,1.1,11.28,,
9905,31.87258879,52.12908895,4.16,1.08,2.93,-0.14,0.198,8.45,8.693,8.486
9906,31.8824386,65.48212385,2.25,1.12,-1.51,1.38,0.64,8.8,9.582,8.889
9907,31.88312124,-25.15570155,3.91,2.2,-6.75,0.9,0.52,10.59,11.254,10.694
9908,31.88417132,80.66494012,3.28,0.64,26.46,-9.65,0.16,7.56,7.753,7.586
9909,31.89112263,66.98933887,1.13,1.19,-4.49,1.86,0.336,9.08,9.446,9.092
9910,31.89215169,70.66991277,1.58,1.03,8.28,-7.29,0.155,8.99,9.151,8.99
9911,31.89341053,-0.61658189,27.04,0.86,-249.84,-344.12,0.624,6.88,7.646,6.946
9912,31.89360662,15.5899318,2.68,2.03,23.99,-3.78,0.138,8.51,8.63,8.487
9913,31.89629242,-51.43638721,10.48,1.14,-63.16,-50.26,0.685,9.6,10.408,9.638
9914,31.90592205,29.74150174,3.92,1.03,36.87,-5.08,0.266,7.84,8.163,7.883
9915,31.90624202,8.84623553,8.45,1.25,21.59,21.44,0.495,7.84,8.425,7.898
9916,31.9094812,-74.56200011,5.81,1.9,-14.04,-25.25,1.007,8.62,10.057,8.883
9917,31.9116869,36.3047666,1.67,2.69,16.53,-15.67,0.652,11.05,,
9918,31.91505691,51.09775284,3.42,1.04,10.53,-5.27,0.057,8.33,8.399,8.342
9919,31.91905893,-33.45419087,7.87,1.12,9.26,23.14,0.423,9.21,9.677,9.244
9920,31.92578024,7.95885727,22.44,2.61,-10.92,-135.87,1.271,11.22,,
9921,31.92949102,-52.15449847,11.6,1.06,36.39,34.03,0.677,9.82,10.664,9.905
9922,31.9299651,29.63312176,2.81,1.11,17.67,-1.69,1.099,8.33,9.761,8.469
9923,31.93276215,-57.19453416,3.97,0.76,-8.8,-51.5,1.181,7.88,9.44,8.043
9924,31.9415633,18.0294143,3.82,0.98,-20.34,11.75,0.22,6.63,6.904,6.646
9925,31.9462819,-15.34610089,7.5,1.14,34.42,12.71,0.303,8.69,9.049,8.733
