hip,ra,dec,plx,e_plx,pmra,pmdec,b_v,vmag,btmag,vtmag
9347,30.0009367,-21.07777193,10.84,0.79,133.01,-24.53,1.554,3.99,6.069,4.185
9348,30.00332113,-29.06032562,4.26,1.45,33.96,8.53,0.424,9.28,9.746,9.311
9349,30.02211788,-13.54606215,22.8,1.18,48.68,-20.91,0.66,7.99,8.796,8.06
9350,30.02540857,-41.54341271,4.66,1.03,51.1,12.75,0.965,8.66,9.897,8.776
9351,30.0321764,-54.42292519,4.36,0.85,30.25,4.62,0.528,8.82,9.448,8.884
9352,30.03475841,-4.28362153,5.68,1.12,15.11,22.51,1.144,7.86,9.332,7.982
9353,30.03760293,3.09763527,32.18,0.96,231.21,-255.2,0.61,5.89,6.624,5.947
9354,30.05038202,-29.86611925,3.83,1.13,-5.32,-2.11,0.166,8.58,8.804,8.623
9355,30.05304428,6.91806414,2.82,0.89,-3.02,-16.73,1.744,7.41,9.751,7.642
9356,30.05900691,58.71770849,6.15,1.21,73.77,-15.86,0.48,8.56,9.136,8.593
9357,30.06027788,67.38201102,1.45,1.1,1.98,-6.54,1.585,8.02,10.129,8.22
9358,30.06178693,-3.36827572,10.34,0.93,-36.79,-13.65,0.337,6.89,7.278,6.923
9359,30.06249937,44.42010272,3.77,0.8,25.01,-36.9,1.149,6.87,8.349,6.993
9360,30.06452331,59.90727111,9.48,1.05,6.11,-51.7,0.487,8.18,8.778,8.231
9361,30.06923073,-16.34610211,1.65,1.33,30.62,-7.74,0.332,9.5,9.887,9.537
9362,30.07014392,-55.01280664,6.65,0.56,66.09,4.78,0.97,6.51,7.757,6.621
9363,30.07298083,38.59758506,4.95,0.94,-12.26,-12.32,0.06,7.49,7.551,7.491
9364,30.0775661,-62.42060698,2.18,0.9,42.95,-24.4,1.034,9.15,10.468,9.259
9365,30.08122361,-32.08728484,10.58,1.04,-58.24,-25.44,0.759,7.86,8.802,7.93
9366,30.08329383,76.60765554,1.58,0.99,10.9,-6.14,0.737,9.12,10.04,9.223
9367,30.0893527,44.10274273,7.38,0.92,33.06,-14.52,0.965,7.66,8.886,7.766
9368,30.09080104,4.38949224,3.65,1.06,0.34,3.84,0.941,7.09,8.294,7.205
9369,30.09471688,10.62994024,5.01,1.15,0.41,-8.46,0.924,7.6,8.762,7.696
9370,30.10060516,39.53701671,1.59,1.13,8.32,1.05,0.205,8.87,9.094,8.886
9371,30.10266584,25.05209487,4.43,0.95,48.32,-6.58,1.011,7.89,9.195,8.016
9372,30.11154942,-8.52382616,5.5,0.98,86.73,-19.32,1.391,5.43,7.302,5.67
9373,30.11683989,-31.83379153,9.68,1.18,-18.98,8.93,0.415,8.7,9.147,8.722
9374,30.11696752,-41.77571488,2.87,0.77,4.64,1.06,1.546,7.16,9.207,7.347
9375,30.11879455,-26.22268298,5.03,1.18,103.26,68.83,0.523,8.87,9.444,8.892
9376,30.12307126,-22.07552892,3.53,1.11,21.49,7.39,0.154,8.45,8.639,8.47
9377,30.12481649,-62.76253582,7.77,0.61,5.02,32.98,0.486,7.66,8.178,7.723
9378,30.12671135,39.96701157,2.9,1.43,-3.29,-8.87,0.936,8.23,9.442,8.36
9380,30.13171792,35.78911868,3.46,1.31,-7.74,-4.11,1.03,8.94,10.221,9.042
9379,30.1317998,19.18784962,5.35,1.25,0.73,-24.95,0.476,9.09,9.618,9.112
9381,30.13244282,-40.73020092,28.54,0.84,440.65,-430.52,0.653,7.37,8.174,7.452
9382,30.13987388,-30.42416672,7.58,1.22,-48.15,-46.22,0.45,8.91,9.385,8.975
9383,30.14050023,27.88870252,6.03,1.27,28.24,-14.95,0.348,8.86,9.386,9.028
9384,30.14131308,-40.26782503,2.19,1.17,-5.33,6.63,1.107,8.33,9.754,8.451
9385,30.14611926,-60.19654524,1.31,1.03,12.76,-3.52,1.296,9.4,11.027,9.484
9386,30.1556449,-82.50856293,5.53,0.7,0.02,-11.34,0.352,8.05,8.444,8.101
9387,30.15919068,-39.66470653,0.76,1.03,-4.92,1.97,0.909,8.72,9.859,8.813
9388,30.16031337,75.95285843,2.98,0.65,-9.67,-12.67,1.858,7.01,9.528,7.277
9389,30.16102218,-23.23326083,10.89,1.1,0.38,-59.89,0.641,9.05,9.827,9.116
9390,30.17438649,29.93195718,6.86,1.12,19.26,-1.36,0.445,8.69,9.163,8.705
9391,30.17585663,-26.18352846,2.87,4.58,-10.17,-12.05,0.56,9.89,10.585,9.95
9392,30.17645219,-24.42159584,2.9,0.84,22.53,-93.63,1.428,7.04,8.911,7.211
9393,30.18082759,-63.40766455,-0.9,0.91,-8.69,-6.37,1.308,9.37,11.068,9.51
9394,30.1847868,0.36307806,2.85,1.46,26.96,-69.44,0.142,9.42,9.616,9.468
9395,30.18811484,-1.12165208,1.54,1.96,3.61,-19.45,1.023,9.61,10.901,9.706
9396,30.19135392,41.3611587,2.41,0.93,8.31,-1.56,1.059,8.06,9.387,8.146
9397,30.1960386,-34.42081513,5.56,1.35,1.08,9.23,1.061,9.16,10.464,9.22
9398,30.19699971,-45.842265,25.2,1.55,304.59,45.49,1.173,10.63,12.03,10.792
9399,30.19721439,-9.59866,0.55,1.26,13.83,-25.67,1.437,9.39,11.274,9.526
9400,30.19770613,-80.53236809,24.32,0.85,-67.3,-141.86,0.797,8.93,9.939,9.023
9401,30.19851574,39.62553114,9.08,0.96,-42.33,-38.74,0.464,7.92,8.452,7.959
9402,30.19863052,-42.25759414,4.96,1.2,4.41,-1.05,1.335,9.29,10.997,9.404
9403,30.20180403,59.95939566,10.94,1.07,40.18,-24.92,0.137,6.72,6.908,6.766
9404,30.2025882,-12.87526774,23.8,1.21,218.63,117.76,0.746,8.76,9.713,8.858
9405,30.20420168,13.38458607,10.81,1.22,2.03,4.36,0.466,8.25,8.799,8.304
9406,30.20586364,-8.47158346,17.57,0.88,90.1,-55.85,0.96,6.92,8.15,7.036
9407,30.21056325,-69.31290487,0.99,0.83,25.57,15.55,1.157,8.99,10.487,9.121
9408,30.2204827,-43.83093626,11.86,1.23,-12.12,-48.5,0.495,8.16,8.763,8.219
9409,30.22282538,61.01361172,2.86,1.33,13.01,-7.71,1.72,8.49,10.68,8.678
9410,30.22343529,4.01913678,8.04,3.25,64.67,-412.98,0.731,11.57,,
9411,30.22489796,60.42162367,1.78,2.76,-7.73,-0.87,0.188,8.96,9.179,8.982
9412,30.22911129,-35.65695591,7.15,1.38,56.18,28.17,0.513,9.13,9.701,9.162
9413,30.23496194,38.6841507,2.69,1.03,-6.54,-17.43,1.373,8.25,10.044,8.403
9414,30.23639524,-78.8701676,21.86,0.53,120.93,-57.67,0.576,6.84,7.516,6.907
9415,30.24131271,34.28177899,4.5,1.12,124.09,-11.65,0.921,8.51,9.679,8.617
9416,30.24743791,-45.19528105,4.77,2.37,37.44,8.37,1.7,9.97,11.31,10.184
9417,30.24810226,29.23841405,8.28,0.96,83.36,-9.07,0.538,7.71,8.332,7.768
9418,30.24992849,-67.2026607,2.13,0.81,7.94,8.0,1.431,9.16,11.066,9.352
9419,30.25432649,73.42646029,6.99,1.21,47.5,-38.48,0.956,7.86,9.084,7.975
9420,30.26010163,58.21253374,4.43,1.94,0.82,0.36,0.036,10.35,10.344,10.31
9421,30.26153199,35.3001324,3.32,1.63,-3.9,2.82,1.217,9.17,10.697,9.254
9422,30.26185718,-18.13692702,5.3,1.35,10.63,-3.27,0.6,9.48,10.094,9.437
9423,30.26752977,-2.49539903,9.36,1.13,51.64,29.1,0.641,7.84,8.602,7.917
9424,30.26795202,-4.27205099,0.44,1.25,16.59,-5.6,1.148,8.87,10.377,9.022
9425,30.26905962,-25.14896179,2.1,1.55,-12.53,-4.01,0.418,9.7,10.171,9.743
9426,30.27108884,35.30607941,10.92,1.04,82.62,69.65,0.478,8.17,8.653,8.187
9427,30.27287423,-11.04932196,9.23,0.86,85.81,80.33,0.535,7.83,8.449,7.877
9428,30.27504709,-27.60888859,1.09,1.14,51.83,-16.97,0.891,8.61,9.727,8.704
9429,,,,,,,,11.77,,
9430,30.2819676,12.80835047,2.9,1.19,26.8,0.53,0.069,8.32,8.412,8.343
9431,30.28274953,5.33675767,3.64,1.07,3.77,-2.4,0.944,7.97,9.172,8.079
9432,30.28392042,-73.75424149,2.32,0.88,7.19,-4.17,1.147,8.8,10.265,8.912
9433,30.29034197,-30.16722102,1.36,1.11,15.0,12.48,1.305,8.4,10.121,8.566
9434,30.29072915,16.56520706,13.3,1.5,-42.99,-25.65,0.435,7.64,8.148,7.686
9435,30.2929962,24.44440868,5.94,0.9,-10.13,-16.45,0.925,7.47,8.635,7.567
9436,30.2937802,58.20350833,0.49,1.35,-0.7,-3.16,0.263,8.67,8.9,8.695
9437,30.30055031,-66.34878614,0.65,0.67,9.7,9.4,1.645,7.49,9.643,7.703
9438,30.30679758,41.21235515,3.89,0.81,15.23,10.95,1.427,6.85,8.706,6.997
9439,30.30821685,-55.14472519,2.64,0.72,18.83,9.06,0.199,8.1,8.359,8.144
9440,30.3116514,-30.00156583,11.71,0.73,-108.68,-108.79,0.883,5.34,6.442,5.45
9441,30.31191371,47.94365546,0.75,0.97,0.57,0.89,1.694,8.26,10.508,8.462
9442,30.32330378,-20.89931862,6.73,1.39,-8.53,-0.63,0.456,9.14,9.592,9.122
9443,30.32749999,-37.08079093,9.46,1.67,193.08,-148.91,0.734,9.91,10.834,10.019
9444,30.3389077,-0.88491233,3.39,1.31,-11.98,10.67,1.069,8.72,10.107,8.853
9445,30.34602873,50.17085422,3.25,1.17,5.65,1.02,1.41,8.43,10.753,8.601
9446,30.34979256,75.22187435,4.16,0.89,-5.29,-4.7,0.429,9.06,9.532,9.077
9447,30.36426209,-6.54033206,7.5,1.39,81.75,-45.01,0.466,9.02,9.566,9.07
9448,30.36620218,0.47586221,12.06,1.2,6.12,-88.23,0.552,8.46,9.114,8.523
9449,30.37646929,17.95393758,1.66,1.05,36.63,-33.78,1.518,7.24,9.244,7.458
9450,30.37999977,43.65069852,2.31,1.24,-2.0,-2.76,0.004,9.48,9.427,9.428
9451,30.38325926,59.80314613,4.48,1.12,13.9,-10.62,0.207,8.3,8.547,8.324
9452,30.38932555,23.39545809,15.39,0.77,-91.63,-3.68,0.339,6.61,6.997,6.639
9453,30.39552981,-25.63412349,3.28,1.2,-15.46,-31.2,0.502,8.91,9.518,8.992
9454,30.40003238,22.62835311,8.23,0.98,23.84,-68.47,0.545,8.45,9.062,8.479
9455,30.40467819,65.718786,0.55,1.32,-1.68,1.78,0.569,9.53,10.245,9.634
9456,30.40578807,-60.87715307,3.31,0.8,2.4,-8.24,1.298,8.85,10.52,8.974
9457,30.41394925,1.34316149,6.39,1.18,53.08,-5.01,0.461,8.48,9.017,8.527
9458,30.4172434,63.51117561,-16.48,10.55,-4.43,7.43,,12.77,,
9459,30.42667654,-44.71339037,8.76,0.64,-31.8,-48.79,1.471,5.15,7.094,5.319
9460,30.43909067,32.12136867,3.7,1.09,-0.57,-3.75,1.253,8.11,9.761,8.272
9461,30.4428302,61.75269388,0.38,1.27,-1.89,-2.5,0.226,8.86,9.139,8.897
9462,30.44523966,47.63167193,-0.69,1.79,-2.03,-4.11,0.163,9.66,9.963,9.664
9463,30.44929308,13.02450453,24.83,1.91,-128.28,-146.27,1.19,10.16,11.876,10.301
9464,30.45179873,-12.00813501,7.01,1.03,78.89,18.27,0.569,8.88,9.543,8.93
9465,30.45552436,-22.28661108,5.86,1.6,-21.6,-43.63,0.52,9.94,10.505,9.968
9466,30.45684669,2.87191989,13.4,1.32,-71.23,-203.07,0.531,8.57,9.277,8.635
9467,30.45870038,84.74078902,3.42,0.63,15.75,-3.19,1.021,7.87,9.173,7.981
9469,30.45878638,-63.62275719,13.77,0.52,39.52,41.05,0.561,6.88,7.542,6.942
9468,30.4589593,-39.31651433,8.9,0.96,15.73,24.15,0.445,8.49,8.988,8.53
9470,30.46002672,15.06708124,1.04,0.86,3.73,1.96,1.15,6.54,8.031,6.674
9471,30.46388306,-65.39615957,11.08,0.85,45.92,12.58,0.669,9.08,9.902,9.154
9472,30.468016,-74.44569171,1.44,0.6,1.3,-15.67,1.63,6.8,8.925,7.037
9473,30.46832359,7.86448845,21.43,0.84,121.23,-49.33,0.51,7.06,7.624,7.111
9474,30.47508672,-11.82188422,7.49,0.89,3.12,-18.5,0.518,8.05,8.661,8.097
9475,30.47577532,-14.01470019,6.62,1.41,43.18,-47.86,0.59,9.81,10.463,9.876
9476,30.47630359,-57.68714278,7.11,0.88,41.84,16.06,0.491,8.97,9.53,9.018
9477,30.47669603,20.15796688,10.23,1.4,96.02,21.59,0.66,9.5,10.238,9.52
9478,30.47918028,-50.12731397,3.48,0.76,27.88,36.51,0.9,7.8,8.942,7.908
9479,30.48582955,-16.56881738,5.1,1.09,22.31,-4.23,1.368,7.71,9.497,7.862
9480,30.48979079,70.90704605,27.91,0.56,-54.46,-10.69,0.164,4.49,4.711,4.533
9481,30.49603372,61.90506989,4.25,0.91,6.4,-10.11,1.685,7.46,9.608,7.696
9482,30.4976177,52.65518433,8.31,0.87,65.73,-18.91,0.44,8.21,8.737,8.248
9483,30.50394318,-60.70739287,3.37,0.88,4.81,1.26,0.484,9.54,10.081,9.578
9484,30.50508639,-21.72853543,2.81,1.3,3.33,-0.69,1.032,9.08,10.404,9.198
9485,30.50710552,9.10003129,2.97,1.65,-15.01,5.18,0.691,10.37,11.199,10.442
9486,30.5090736,45.29426689,4.66,1.13,19.77,6.17,1.141,8.25,9.726,8.38
9487,30.51166929,2.76376048,23.45,1.06,33.29,-0.42,0.024,3.82,3.729,3.673
9488,30.51404598,3.94109509,25.12,2.54,-338.69,-325.39,1.246,10.48,,
9489,30.51790261,-2.58280404,8.52,1.3,30.55,-2.77,0.545,8.71,9.374,8.791
9490,30.52476112,12.18133839,2.58,2.22,-1.0,-12.98,0.466,8.38,8.75,8.255
9491,30.52769622,60.2948855,2.9,0.98,7.88,-5.96,0.076,8.01,8.085,8.001
9492,30.52988525,22.10422589,18.56,0.95,8.18,-51.16,0.496,7.21,7.766,7.265
9493,30.5327875,28.40022662,7.89,0.87,83.68,-5.26,1.007,6.57,7.885,6.679
9494,30.53862187,75.50219029,5.18,0.82,17.38,-9.78,-0.03,6.64,6.604,6.657
9495,30.5445088,-45.83553703,14.85,0.8,54.15,-2.61,0.446,7.71,8.228,7.76
9496,30.54522235,-16.56760268,10.73,1.65,6.38,-0.64,0.545,9.79,10.429,9.848
9497,30.54687481,-24.03995094,15.71,1.87,100.03,33.36,0.492,7.87,8.444,7.931
9498,30.54768113,62.84196399,1.7,2.25,-0.68,0.63,0.21,9.22,9.465,9.27
9499,30.55008416,-62.59219399,15.49,0.69,56.24,62.47,0.611,8.06,8.783,8.129
9500,30.55344226,36.71712273,16.29,1.62,138.5,-55.49,0.83,8.22,9.195,8.268
9501,30.55602313,33.40890607,3.4,1.03,-17.37,-39.25,0.202,7.98,8.221,8.009
9502,30.5640214,-49.40917495,1.92,0.69,-7.39,-16.15,1.56,7.28,9.347,7.469
9503,30.56841446,-50.49256854,5.79,1.05,65.55,22.8,0.571,8.23,8.879,8.311
9504,30.57439137,85.74182117,6.01,0.83,66.82,-48.25,0.5,9.23,9.801,9.268
9505,30.57530917,54.48754946,4.41,0.62,33.79,-3.4,-0.071,4.99,4.903,4.986
9506,30.57737314,-18.89820118,1.74,2.05,18.4,4.12,0.492,10.04,10.537,10.024
9507,30.57858879,37.3609576,2.39,1.51,-7.23,-6.14,1.098,9.38,11.365,9.482
9508,30.58331336,46.84255204,5.47,0.84,17.68,-18.87,-0.053,7.09,7.016,7.079
9509,30.58414223,-56.24591081,5.13,0.76,46.09,-14.48,1.011,8.29,9.621,8.442
9510,30.58684892,-48.90324568,6.5,0.81,71.33,29.07,0.43,8.38,8.87,8.424
9511,30.58815779,19.38995023,4.67,1.06,8.69,-7.41,0.147,8.39,8.565,8.412
9512,30.59128609,-50.73970341,7.85,3.33,35.23,38.11,0.95,9.77,11.165,10.054
9513,30.59164933,53.62883227,3.99,0.73,-10.6,-9.55,0.168,7.61,7.802,7.627
9514,30.59185476,-28.33906589,4.39,1.09,44.24,-54.27,1.205,8.55,10.1,8.673
9515,30.5956416,14.11126188,5.52,1.76,-6.71,2.86,1.05,10.02,11.385,10.155
9516,30.59706609,-7.4581333,1.3,1.21,53.15,-8.4,1.117,8.8,10.233,8.918
9517,30.60387105,12.68519208,7.6,1.18,100.69,-40.85,1.077,6.87,8.249,6.985
9518,30.60480847,42.84924892,5.06,0.83,6.45,-6.4,1.38,7.54,9.336,7.686
9519,30.61128896,2.81587955,21.24,1.28,34.96,-8.54,0.649,8.18,8.97,8.265
9520,30.6165364,21.36826443,3.99,1.2,19.35,-18.53,1.078,8.3,9.68,8.415
9521,30.61781113,-29.66566527,7.22,0.75,-15.71,9.52,0.135,6.4,6.586,6.429
9522,30.62113426,15.4954052,3.71,1.03,1.46,-3.33,1.12,8.06,9.476,8.179
9523,30.62553546,55.62400622,-0.32,1.13,-0.86,-5.79,-0.054,8.94,8.85,8.914
9524,30.62663088,-40.52024602,13.73,0.88,-34.64,-6.61,0.487,7.86,8.435,7.918
9525,30.62767121,43.51762168,5.36,1.12,-8.24,1.38,1.431,9.02,10.905,9.191
9526,30.6280463,37.49930559,2.3,1.25,12.64,-4.0,0.391,8.59,9.014,8.607
9527,30.63484278,-24.5049048,5.61,1.53,-8.43,-34.62,0.58,9.9,10.58,9.959
9528,30.63705222,-59.84363206,4.74,0.88,19.09,-29.55,1.096,9.03,10.417,9.128
9529,30.63884356,-15.61378379,3.21,1.41,-15.55,-12.13,0.852,9.39,10.438,9.468
9530,30.64086149,-20.31506592,0.36,3.58,36.2,44.95,0.56,10.18,10.882,10.143
9531,30.64148963,-13.14154998,1.89,1.32,10.54,-8.57,1.282,8.77,10.448,8.923
9532,30.64588568,-52.53266823,5.7,0.88,-6.44,28.02,0.279,8.49,8.82,8.527
9533,30.6461577,13.47672808,3.86,0.98,-0.08,-4.99,1.584,5.97,8.046,6.18
9534,30.64691584,-21.96576972,4.34,0.78,-6.11,-2.95,-0.106,6.97,6.832,6.947
9535,30.6472731,-26.74145675,4.14,0.89,6.94,9.65,1.047,7.78,9.104,7.879
9537,30.64780438,9.08169698,2.68,1.03,-0.48,-8.07,0.774,7.38,8.331,7.466
9536,30.64829628,-20.312295,2.58,14.82,26.82,23.18,,12.11,,
9538,30.65178955,59.68810154,2.94,1.11,-2.0,-0.82,0.221,8.08,8.369,8.132
9539,30.65324754,-39.41985759,10.31,1.07,88.38,49.8,0.455,8.73,9.237,8.768
9540,30.65744321,-70.41954385,3.34,0.57,-19.12,27.12,1.36,6.89,8.67,7.045
9541,30.65888137,38.54399608,1.47,1.31,14.41,-12.32,1.008,8.76,10.032,8.847
9542,30.66299318,53.07942562,2.0,0.91,-5.74,1.88,0.089,8.42,8.521,8.43
9543,30.66365744,33.76315795,12.78,0.94,37.82,-21.7,0.568,7.79,8.445,7.86
9544,30.66538769,78.91140339,10.2,0.83,-33.52,-16.08,0.402,7.93,8.365,7.973
9545,30.66818025,-1.62449669,5.51,1.28,19.62,-57.83,0.539,8.6,9.265,8.688
9546,30.67246473,3.84736037,4.88,1.52,1.7,8.52,1.626,8.97,11.091,9.13
9547,30.67517913,-65.88431273,3.32,0.7,-8.89,1.2,1.608,7.93,10.03,8.092
9548,30.67652009,7.79156464,0.75,1.11,0.75,-8.78,1.747,8.18,10.511,8.399
9549,30.67797921,-57.59484568,2.06,0.78,33.38,41.11,-0.126,8.85,8.684,8.791
9550,30.6808442,-29.81430011,12.92,1.39,53.11,50.18,0.662,9.21,10.014,9.288
9551,30.68177691,-6.67828484,3.59,1.34,36.12,2.57,0.944,8.5,9.706,8.613
9552,30.68488736,-30.32189137,0.09,1.16,18.98,18.75,1.426,8.03,9.867,8.193
9553,30.68711919,-40.95072149,31.79,1.17,178.94,-63.23,1.02,9.02,10.331,9.11
9554,30.69198615,-30.33207827,1.92,1.53,-10.77,-24.38,1.12,8.88,10.278,8.959
9555,30.69293052,-41.63471181,2.77,1.11,31.42,25.94,1.356,8.49,10.274,8.655
9556,30.69379895,57.31026418,2.7,1.07,1.21,-3.88,0.052,8.71,8.741,8.715
9557,30.69467261,1.93825108,2.64,0.91,33.44,4.89,0.921,7.55,8.723,7.66
9558,30.69559159,-70.86352008,1.35,0.87,6.08,8.47,1.077,9.12,10.48,9.216
9559,30.69887361,28.78613291,10.87,0.96,35.7,-8.87,0.473,8.2,8.743,8.24
9560,30.71160752,5.70754051,36.17,4.3,2338.67,-704.72,1.441,12.26,,
9561,30.7142484,11.37228349,5.11,1.43,14.83,0.02,0.152,8.83,9.016,8.826
9562,30.71567005,-23.88655058,3.4,0.83,-39.5,-32.04,1.34,6.3,8.017,6.443
9563,30.71771388,-2.37772132,10.46,0.93,60.52,-31.92,0.197,6.91,7.137,6.931
9564,30.71872421,64.90149425,11.49,0.64,-12.57,-11.69,0.029,6.0,6.034,6.002
9565,30.72063869,11.36625323,4.91,2.42,14.3,0.75,0.499,10.08,10.396,10.024
9566,30.7262261,-1.87394582,3.61,1.87,26.6,-15.46,0.488,9.92,10.468,9.948
9567,30.73129593,-14.46022549,8.47,1.5,177.27,-5.21,0.707,9.87,10.704,9.922
9568,30.73767498,77.91627546,3.03,0.56,-5.33,-5.03,1.107,6.04,7.475,6.172
9569,30.73985718,11.0187598,4.9,0.86,9.09,-1.53,1.297,6.53,8.21,6.666
9570,30.7415286,33.28415151,8.81,0.82,-15.99,-6.75,0.029,5.5,5.566,5.52
9571,30.7435096,-53.0360701,4.08,0.69,17.98,9.28,0.187,7.28,7.51,7.307
9572,30.74397324,-15.30594985,9.91,0.88,25.62,7.32,0.966,5.87,7.094,5.969
9573,30.75078582,64.39002289,0.94,0.64,-0.98,-1.95,0.325,5.59,5.997,5.654
9574,30.752835,2.76243118,3.77,1.3,16.61,-3.75,1.603,8.07,10.221,8.29
9575,30.75579889,61.06516241,7.85,2.32,-3.66,-2.87,0.244,9.35,9.598,9.36
9576,30.75664962,3.35828084,20.63,1.15,220.25,138.03,0.664,6.88,7.687,6.943
9577,30.75880123,-21.91189977,4.76,0.94,33.2,-3.21,1.148,7.62,9.086,7.731
9578,30.76383985,-49.49169343,2.69,0.79,9.36,-14.77,0.867,8.1,9.199,8.208
9579,30.76991456,1.84663945,9.49,1.1,83.08,-2.07,0.513,8.58,9.19,8.642
9580,30.77967437,-64.23451942,2.74,0.73,30.76,4.86,1.191,8.41,9.93,8.52
9581,30.78587052,45.77741278,3.99,1.03,2.12,-9.52,0.317,8.33,8.699,8.351
9582,30.78899824,55.23239813,0.22,1.07,0.3,-3.43,1.5,8.11,10.455,8.045
9583,30.78923278,48.6205024,21.24,1.9,195.2,-45.98,0.644,7.7,8.487,7.787
9585,30.79045533,36.11080606,3.41,0.93,25.13,-7.48,1.406,7.8,9.642,7.959
9586,30.79378002,73.85056527,8.98,0.58,-27.15,1.91,0.162,6.12,6.291,6.122
9587,30.79563792,-24.78730653,7.48,1.22,-8.41,-12.81,0.264,8.85,9.149,8.872
9588,30.79571267,-43.60776798,7.88,1.1,16.84,15.22,0.423,9.32,9.781,9.348
9589,30.7983571,0.12845397,11.31,0.85,75.85,21.74,0.146,5.42,5.621,5.449
9590,30.82603049,32.3899171,5.18,1.27,24.17,-81.44,0.896,8.42,9.547,8.518
9591,30.83701493,-1.08565537,16.85,1.71,159.37,-133.48,0.842,9.52,10.581,9.605
9592,30.85398449,-25.12757861,3.38,1.29,6.87,-8.36,1.535,8.58,10.676,8.83
9594,30.85578213,-17.03301839,3.0,1.11,60.97,22.56,0.256,8.15,8.444,8.197
9593,30.85578656,54.69359533,8.45,0.91,-41.22,-21.22,0.55,7.8,8.443,7.854
9595,30.8565794,-76.19871057,2.48,1.03,16.42,-12.05,0.564,10.07,10.71,10.105
9596,30.85786487,-4.32975524,1.74,0.98,8.69,9.97,0.996,7.6,8.856,7.696
9597,30.85837621,58.83210428,8.21,1.37,-6.32,-19.39,0.281,8.78,9.11,8.798
9598,30.85912643,72.42123962,20.12,0.56,-44.0,22.51,-0.002,3.95,3.977,3.95
9599,30.86752408,9.88686394,23.48,3.58,170.12,-4.47,1.376,11.86,,
9600,30.86840891,51.65166569,5.53,0.86,-10.54,-4.8,0.066,7.88,7.949,7.883
9601,30.87034636,26.53724081,6.3,1.02,-17.0,-7.91,0.396,8.46,8.975,8.502
9602,30.87225807,18.32761785,1.28,1.14,28.07,-0.82,0.09,8.42,8.549,8.444
9603,30.87574581,-4.91103188,34.89,2.43,99.21,-187.89,1.427,11.16,,
9604,30.87704735,69.5823239,4.33,0.72,8.24,-1.7,0.081,7.75,7.861,7.751
9605,30.88351643,34.36857427,1.94,2.08,6.92,-1.92,1.4,9.13,11.256,9.306
9606,30.88601607,-37.19981669,6.38,1.0,7.72,-33.35,0.408,8.29,8.739,8.327
9607,30.88668271,12.58484575,21.7,3.39,382.01,-53.82,1.34,11.54,,
9608,30.88670808,27.48202026,5.84,0.92,83.01,-19.7,1.074,7.39,8.763,7.503
9609,30.88671721,25.20050776,1.61,1.07,4.85,5.06,1.614,8.26,10.381,8.435
9611,30.88776854,4.85688797,2.26,1.42,-7.4,-7.25,1.556,9.47,11.475,9.643
9610,30.88820093,-78.01011543,12.43,1.01,-8.79,-68.35,0.764,9.69,10.622,9.749
9612,30.88944071,1.61015111,2.09,0.96,32.79,18.25,1.02,8.1,9.393,8.202
9613,30.89001774,17.2031341,-0.05,2.05,5.98,-10.65,1.229,9.44,11.072,9.614
9614,30.89305674,86.93182634,5.59,0.64,49.38,-11.1,0.342,8.11,8.525,8.164
9615,30.8932427,82.55184604,0.97,0.71,-3.13,-1.01,1.744,7.92,10.188,8.127
9616,30.8966598,-9.46074912,3.28,0.91,-18.63,-26.41,1.025,7.28,8.587,7.389
9617,30.90298534,-15.97786427,10.69,1.8,59.92,-20.59,0.68,10.15,10.875,10.224
9618,30.9038571,21.28060272,15.18,1.31,157.93,108.79,0.689,9.2,10.029,9.275
9619,30.90719349,22.87288283,-0.21,1.26,19.34,-13.99,1.457,8.68,10.611,8.864
9620,30.90911883,-18.62206463,2.24,1.16,90.03,-131.8,0.003,9.0,8.998,8.984
9621,30.91359346,25.93544879,18.9,0.71,125.66,9.27,0.537,5.64,6.29,5.743
9622,30.91868509,-4.10336397,4.98,0.81,6.62,-62.67,1.589,5.61,7.686,5.806
9623,30.9207563,27.08477929,4.38,1.02,13.56,-7.39,0.512,8.41,9.016,8.469
9624,30.92505337,-78.6970618,11.54,0.67,43.04,65.8,0.365,8.07,8.496,8.11
9625,30.92656209,-0.02403566,4.13,1.18,10.12,4.27,0.309,8.6,8.932,8.606
9627,30.92755689,18.25328848,2.43,0.9,-8.65,-20.79,1.424,6.24,8.095,6.386
9628,30.93127025,-59.38873235,7.18,0.79,-23.08,-9.67,0.433,8.69,9.157,8.713
9629,30.94046614,-40.46919597,22.16,0.98,377.35,41.75,0.722,8.69,9.594,8.773
9630,30.94646921,35.59133059,5.08,1.1,-53.43,-15.74,1.107,8.39,9.826,8.523
9631,30.9505127,-0.34014611,9.89,0.88,82.76,-43.09,0.851,5.96,7.03,6.045
9632,30.95077411,40.05566077,1.19,1.45,-35.47,-26.88,0.515,9.73,10.351,9.801
9633,30.95189238,81.00002931,2.08,0.8,10.97,-5.55,0.028,9.03,9.083,9.029
9634,30.9526323,-4.57853028,13.71,1.12,-56.3,-96.76,0.431,8.34,8.85,8.393
30888,97.25520042,-45.36570857,30.2,1.39,190.81,-288.77,1.34,10.76,,
9635,30.9546924,64.23748589,-0.72,0.91,-1.46,-0.28,1.677,7.53,9.715,7.69
9636,30.96080514,33.69812134,9.45,1.03,76.07,7.32,0.391,7.74,8.201,7.787
