#hip,pmra,pmdec
116457,1.75,-2.65
116485,21.64,6.41
116508,23.29,-97.01
116514,-13.17,-5.87
116522,0.47,-5.72
116540,0.74,-2.84
116562,0.66,-2.37
116569,-6.95,-7.55
116582,14.2,-17.63
116583,-0.81,-3.29
116584,159.31,-422.38
116596,6.84,-6.41
116605,0.46,-0.34
116606,0.85,-0.31
116613,357.6,-12.14
116616,195.33,-117.13
116626,-37.23,-8.23
116631,27.64,-1.02
116657,8.72,-1.05
116685,25.96,7.54
116686,54.01,-14.84
116726,-5.76,-13.09
116746,22.62,0.45
116766,-2.26,-14.1
116770,4.46,-6.53
116789,15.09,-11.9
116805,80.73,-18.7
116847,66.35,4.36
116848,25.49,-7.81
116849,-124.33,-35.49
116870,5.33,-9.58
116883,2.22,-19.67
116895,-26.17,-19.57
116911,-13.37,-5.72
116931,-31.38,-4.81
116940,50.7,-26.2
116941,-19.65,-17.84
116954,-27.22,-31.33
116958,-8.16,-50.62
116983,25.75,15.49
116987,-10.19,-5.1
117007,34.48,4.79
117080,-39.89,-17.57
117111,-0.88,-2.82
117115,8.47,-13.15
117129,53.35,9.59
117143,1.93,-5.05
117167,0.72,-0.88
117190,3.42,-4.73
117210,-0.25,-4.63
117221,9.07,-7.83
117230,9.73,-7.95
117273,-25.77,-14.96
117278,-4.56,-5.07
117286,26.2,-5.01
117309,-8.93,-5.5
117321,-17.75,-8.73
117340,1.03,-6.64
117342,5.62,-2.71
117397,202.8,-143.73
117400,6.44,-16.46
117407,2.98,-2.42
117421,-20.5,-10.13
117435,-4.4,4.81
117442,53.93,-6.33
117565,-12.71,-5.68
117572,8.6,-6.76
117582,180.06,68.52
117588,-26.56,-21.76
117591,5.13,2.48
117615,23.74,-39.09
117620,-35.39,-17.51
117637,5.28,-2.26
117646,-1.63,-7.51
117647,20.0,-11.23
117667,18.36,13.23
117672,-11.49,-6.18
117695,89.53,-0.29
117750,-6.37,-3.71
117754,23.61,2.04
117758,-12.18,-10.51
117759,-17.35,-12.92
117798,3.67,-5.66
117834,5.09,10.4
117852,-9.18,-6.22
117864,6.81,-6.19
117867,-0.67,-5.5
117896,-2.84,1.54
117925,35.98,-9.04
117935,4.9,-4.82
117952,36.87,14.77
117956,-11.01,-7.37
117963,9.2,-14.26
117971,-2.69,-7.76
117979,-5.72,-56.19
118024,5.92,-1.05
118033,15.18,-2.72
118060,54.88,9.12
118071,6.12,-2.86
118083,-20.3,-29.08
118085,-18.02,-19.15
118097,4.47,-2.51
118212,668.39,-7.98
118214,15.29,0.19
118216,-8.66,-1.15
118218,4.43,21.75
118263,-31.37,-38.37
118282,380.54,160.38
105,-5.73,-7.73
123,-43.84,3.28
128,75.65,-13.03
144,18.56,-6.37
215,3.36,6.45
233,-7.3,-10.43
235,-3.57,-4.79
270,-21.6,2.08
360,-2.57,-0.34
455,-11.44,-2.69
465,10.45,-4.61
589,20.37,-2.4
597,39.81,-8.65
660,1.93,-15.52
701,45.61,22.26
918,73.2,-14.78
1041,-10.66,5.25
1124,24.36,0.75
1131,-5.1,6.5
1150,-4.23,-4.11
1300,16.29,9.24
1414,12.51,16.28
1461,-2.17,-12.67
1484,19.38,-7.5
1549,-15.67,-17.34
1558,52.99,1.56
1580,-6.48,-16.16
1606,0.58,-15.8
1733,-8.16,1.28
1756,16.22,4.72
2012,-2.49,-0.61
2036,-1.66,1.9
2352,115.28,5.82
2385,15.26,-7.68
2426,241.35,135.41
2464,0.73,0.44
2628,35.58,-2.11
2664,47.67,-7.59
2826,5.54,-0.72
2838,-21.59,-27.33
2882,-29.09,-53.46
2932,-0.95,-4.72
2968,8.58,-0.84
3009,-5.0,-0.52
3097,-218.87,-74.07
3172,-6.07,-16.74
3187,338.23,23.18
3348,17.83,-5.67
3372,-2.64,-2.91
3430,324.41,92.89
3445,-12.8,-22.32
3500,-9.3,-0.89
3533,389.3,-94.87
3572,-15.07,-22.17
3721,15.31,-6.66
3750,133.36,9.19
3902,17.64,-6.27
3941,-10.5,2.22
3966,-2.43,-1.2
4039,238.07,60.14
4172,36.14,8.38
4519,-18.43,-20.59
118257,23.28,-2.19
118273,-1.66,0.94
102104,-8.15,-12.36
103047,2.46,-1.68
104716,19.36,-4.4
105644,22.57,-7.95
107325,9.77,4.57
108363,5.46,-7.22
108456,-137.59,-71.12
108461,-134.52,-62.22
108554,9.62,-0.94
109127,26.17,9.38
109174,16.26,-62.78
109350,23.06,14.42
110229,299.32,41.04
110285,183.42,46.52
110472,61.31,74.81
110724,24.88,13.78
110773,41.5,-175.04
110906,16.35,4.67
111008,17.85,7.76
111016,17.03,4.13
111056,3.68,-21.29
111208,-8.41,-9.64
111852,23.52,9.36
111962,20.31,8.07
112036,6.21,0.89
112165,-2.07,-15.47
112172,10.92,6.04
112230,10.29,2.6
112246,21.58,15.52
112454,-46.27,-35.23
112519,24.6,47.08
112527,-150.23,116.22
112666,236.53,-12.62
112721,15.36,3.17
112795,-2.39,-4.22
113046,8.14,5.14
113053,2.01,-1.27
113066,-12.11,21.82
113108,16.36,-4.11
113125,-13.33,-16.81
113155,13.85,9.97
113165,-0.91,-9.84
113299,-129.89,-29.89
113328,28.69,6.81
113499,29.68,34.98
113628,130.29,-0.49
113656,20.22,1.51
113664,29.84,24.68
113786,151.74,45.91
113822,-20.72,-9.47
114178,17.13,8.88
114194,-5.5,-19.95
114298,35.27,29.04
114463,-1.42,-9.83
114534,49.05,8.49
114546,66.28,83.88
114722,17.25,-2.27
114768,2.86,5.8
114786,2.92,3.76
114828,-15.14,-0.32
114833,34.81,6.05
114883,-13.97,-10.43
115044,23.26,4.92
115147,201.56,71.59
115202,10.69,-22.31
115206,6.21,8.16
115262,1.0,-1.66
115513,-7.82,-0.36
115693,8.59,-14.7
115695,10.68,-11.59
115764,21.27,4.92
115773,33.44,15.66
115777,-193.23,-43.33
116023,-5.85,0.25
116026,18.74,3.58
116114,42.75,14.06
116255,-65.44,-112.22
116551,262.36,38.91
116666,-17.96,-1.91
116727,-47.96,126.59
116751,6.35,-0.13
116822,8.97,-0.12
116960,158.28,37.34
116974,17.19,4.63
117157,1.92,-7.7
117172,35.2,27.73
117376,21.71,1.96
117380,21.61,2.05
117681,265.0,-92.63
117746,60.22,2.16
117819,-1.77,-2.08
117973,7.23,-8.62
118068,8.9,-22.3
118207,20.16,-44.63
109235,25.81,-1.37
109275,11.5,1.65
109324,77.7,-26.93
109474,-64.29,24.59
109534,8.51,4.95
109661,22.69,11.32
109724,4.31,0.21
109764,-3.27,-7.81
109967,9.21,-0.84
109980,378.07,-9.34
110005,5.22,-0.22
110062,-5.99,-26.42
110181,-13.74,-33.52
110307,-84.46,-45.06
110344,44.96,28.56
110399,3.54,-7.1
110405,30.39,6.04
110496,6.98,-23.58
110711,1.68,20.89
110727,14.38,14.14
110728,16.17,8.89
110749,-4.99,-17.03
110814,22.81,-15.76
110817,0.1,-2.62
110864,-3.45,-0.38
110998,-1.21,-0.66
111042,-1.05,-2.67
111046,-2.12,-6.2
111064,7.27,-1.87
111146,6.41,0.48
111161,1.74,-2.63
111257,-0.7,-3.96
111297,18.6,7.6
111314,126.14,72.04
111319,10.96,8.63
111325,40.7,14.0
111387,7.36,2.5
111521,4.53,1.28
111569,4.67,5.12
111574,0.07,-4.79
111617,20.8,36.97
111670,12.7,-0.85
111675,1.34,10.98
111747,17.12,-9.97
111763,1.97,-2.22
111850,10.49,4.82
111917,-4.1,-3.09
111950,-0.44,-1.93
111977,216.97,389.14
112169,6.88,-1.54
112317,4.63,-8.39
112385,-2.26,-3.53
112442,-4.21,-1.24
112446,4.62,-0.76
112543,26.71,4.72
112566,37.01,10.39
112584,1.65,-0.34
112599,-4.12,-2.52
112670,115.87,66.36
112679,-11.8,-15.14
112717,7.62,-0.82
112724,-65.89,-125.17
112762,-15.82,-18.47
112789,-5.26,-15.45
112792,2.87,-1.68
112817,31.64,-9.58
112893,-3.27,-10.8
112946,80.42,58.96
112970,77.8,63.09
113093,7.82,-0.83
113112,0.9,5.26
113195,38.06,1.17
113212,-4.39,2.47
113216,20.75,-35.7
113243,3.3,1.02
113267,-8.23,-4.66
113350,35.17,10.64
113385,-1.59,-1.41
113437,91.82,26.54
113450,-5.37,-3.39
113477,593.18,299.31
113553,6.69,-2.0
113587,-3.42,7.02
113626,3.41,-16.96
113703,70.77,50.11
113864,22.25,9.78
113944,303.36,-79.96
113989,592.36,162.7
114041,-10.53,-7.56
114099,215.75,45.15
114128,24.61,14.78
114140,185.34,55.83
114170,-0.21,-4.38
114203,-8.69,-9.44
114302,-2.87,3.35
114344,8.72,-1.04
114377,38.76,13.24
114381,14.19,4.07
114403,-2.94,-2.06
114605,22.43,-1.1
114769,-32.65,-84.01
114777,-1.04,0.25
114785,8.63,0.88
114825,-0.98,-1.95
114987,-5.68,-7.51
115014,38.19,21.36
115088,54.33,10.11
115095,-3.73,-2.05
115097,-20.63,-6.61
115174,4.15,1.37
115283,9.3,6.06
115365,-4.08,-1.23
115423,-1.65,-0.06
115467,-13.44,-4.99
115503,50.52,-21.48
115516,-8.19,-2.7
115604,197.26,-31.19
115645,-27.45,-3.3
115650,-3.67,-4.02
115654,-0.29,-7.61
115717,181.68,9.98
115735,2.03,6.52
115770,122.08,-4.37
115772,-2.64,-72.88
115823,11.05,-6.03
115911,-15.81,-8.14
116010,2.83,-2.28
116101,-3.18,23.62
116104,21.82,-2.23
116161,60.27,7.49
116249,-2.09,-4.32
116272,14.86,14.68
116308,2.5,2.84
116394,34.9,10.88
116448,-0.66,-9.36
116461,48.27,-59.74
116503,5.44,-12.59
116589,-13.55,-22.69
116598,2.08,1.36
116617,112.42,60.57
116622,6.21,0.06
116700,-1.71,-2.97
116814,28.25,4.75
116855,-185.42,5.57
116856,-2.46,-0.31
116902,-3.44,-1.07
116908,14.47,3.17
117028,1.03,-1.32
117062,3.24,-7.37
117072,-8.7,-3.45
117146,-3.1,-5.5
117265,8.71,-3.59
117287,-0.95,-2.18
117371,15.43,-2.08
117469,5.21,20.44
117517,-3.21,-0.2
117546,-27.29,-1.14
117550,-35.73,-7.57
117650,-3.35,-4.22
117700,-6.13,-1.64
117724,2.66,-10.1
117790,14.08,-6.65
117811,18.31,2.67
117851,-12.6,-3.16
117987,20.88,-0.49
118084,-2.97,0.94
118113,-2.34,-3.03
118118,0.45,-2.39
118126,-1.68,-3.23
118142,-1.76,-2.56
118192,31.38,7.82
118194,-0.2,0.28
118201,-11.04,-12.7
112988,-3.23,5.91
112998,12.24,3.19
113233,5.86,-1.47
113263,-6.08,-0.62
113269,2.37,3.69
113316,13.57,3.39
113373,11.56,-9.66
113498,4.34,-1.21
113565,-4.2,-2.82
113700,26.82,7.2
113772,5.38,-2.35
113789,-5.25,-105.18
113790,0.45,-2.83
113853,6.98,-1.1
113918,28.26,7.08
113993,14.35,4.25
114104,6.94,-1.95
114163,6.7,-1.68
114186,16.75,-1.15
114253,6.73,5.11
114365,0.12,0.88
114438,-9.43,-8.75
114490,-5.61,-2.49
114515,16.1,-6.55
114552,-5.62,-5.99
114563,6.47,-0.36
114685,-3.36,-1.2
114695,-2.56,-4.5
114791,-14.14,-10.05
115048,-3.79,-1.35
115070,2.9,0.76
115104,-6.23,-6.64
115186,6.48,-1.31
115228,-2.08,-3.32
115297,-50.33,-16.93
115395,6.79,-1.35
115485,7.04,8.13
115508,10.63,0.99
115658,-7.43,-9.83
115704,456.01,41.93
115824,-35.45,-14.76
115912,7.46,-1.51
115943,3.95,0.33
115950,6.33,-1.67
116085,1105.17,113.28
116089,19.99,9.27
116121,29.65,-4.85
116229,-1.07,-2.33
116251,101.81,31.98
116278,15.16,-1.98
116279,-3.07,-17.07
116412,-22.46,-12.11
116684,-3.74,-0.82
117004,4.66,-4.47
117040,-2.71,-2.52
117082,19.28,-3.75
117226,-18.12,-30.61
117227,14.32,-2.33
117310,-0.9,-2.85
117450,50.39,16.91
117561,0.88,-7.7
117590,34.51,-34.83
117772,60.77,0.05
117775,7.1,-3.38
117795,82.59,30.15
117955,27.59,-1.44
118010,194.03,282.74
118012,4.68,-4.92
118116,12.37,-3.7
118139,-1.73,-3.02
103219,30.98,42.18
103342,83.65,45.24
103908,-15.48,-28.39
104149,-32.47,-24.13
104213,-10.83,-7.83
104458,-16.57,-16.73
104667,10.32,9.26
104953,-3.15,-9.02
104982,123.54,10.66
105618,-9.96,-11.2
105694,36.44,2.41
105855,-10.54,-40.91
106201,5.78,11.56
106244,5.52,12.17
106339,18.73,31.01
106418,44.56,40.89
106503,18.94,44.98
106748,2.59,16.49
107005,31.74,6.01
107223,-6.29,-2.08
107230,-42.05,-39.83
107236,108.83,215.87
107420,-14.08,-5.44
107449,-4.63,-1.32
107700,104.39,128.52
107891,16.86,23.56
107955,16.81,8.19
107966,5.29,-1.23
107995,39.14,23.48
108034,7.97,-11.25
108420,-3.78,-10.54
108435,24.33,41.09
108466,144.0,172.38
108467,231.85,21.91
108500,24.31,12.95
108535,-68.62,-160.18
108587,-10.65,-12.52
108646,-5.6,1.66
108653,-13.54,6.72
108783,-7.24,-41.77
108826,7.19,24.57
109132,11.86,0.41
109163,-18.07,33.44
109191,83.56,43.26
109197,10.7,10.77
109273,-10.95,-9.04
109384,233.1,-87.56
109389,4.31,1.98
109400,32.85,2.68
109434,-8.73,-22.04
109479,55.01,-74.2
109517,22.39,12.29
109657,21.3,24.56
109659,20.72,20.71
109935,8.66,-4.84
109962,41.64,37.63
110016,16.05,61.13
110232,10.01,-3.43
110317,5.71,1.46
110318,34.0,8.01
110488,63.28,27.16
110588,40.95,16.88
110610,-7.04,-20.89
110635,-17.65,19.08
110651,-4.08,-3.37
110679,-35.07,-19.66
110681,-3.32,0.81
110725,20.01,5.32
110801,9.35,-7.34
110885,20.76,11.26
111018,45.82,16.09
111236,6.92,6.15
111302,-0.32,-5.89
111494,255.33,79.02
111532,173.43,24.36
111570,88.36,45.61
111575,90.5,47.39
111585,29.57,19.26
111597,1.92,-4.46
111604,25.01,11.87
111660,44.26,7.12
111849,7.99,0.08
111986,2.23,-7.71
112006,2.26,-3.9
112025,29.26,15.77
112088,4.1,-6.53
112114,81.33,-21.08
112373,-5.53,-3.08
112509,-25.89,-25.75
112685,16.05,7.78
112738,7.79,-0.51
112749,-8.72,-2.25
112771,10.82,-7.91
112951,287.84,112.18
113083,1.69,-12.89
113096,58.97,-11.56
113157,-6.52,-11.3
113197,44.89,35.79
113225,18.71,9.32
113230,-10.16,10.26
113235,1.04,-2.2
113273,1.69,-9.57
113387,-25.87,-29.57
113517,-51.69,-83.42
113518,8.14,0.74
113648,32.47,-0.18
113758,-4.39,-6.21
113905,107.0,34.09
113928,13.06,5.87
113933,33.01,-1.26
114078,12.62,4.99
114180,40.45,-20.6
114222,6.81,-34.06
114256,229.22,135.17
114297,-9.67,-12.2
114462,28.41,13.77
114649,91.74,-16.76
114662,9.75,0.03
114684,-4.96,2.29
114691,-2.09,-15.17
114745,41.75,6.55
114787,-3.65,-2.79
114831,17.72,-1.7
114984,18.51,-2.08
115039,-68.2,-12.84
115165,-18.42,-28.74
115240,30.44,0.07
115353,50.08,1.6
115498,304.86,91.25
115678,27.3,29.41
115679,26.68,9.29
115810,64.19,19.16
115859,10.72,-10.41
115868,-5.19,-2.66
115885,11.18,-2.05
115894,58.06,85.5
115902,-17.2,-3.03
115903,4.16,-59.5
115920,-1.6,-5.13
116095,84.01,1.32
116133,39.48,-0.42
116188,-15.32,-16.91
116260,2.4,-0.1
116321,52.97,3.29
116367,-0.78,4.27
116380,6.08,-1.88
116714,6.55,12.8
116725,4.81,-1.92
116728,-11.07,-0.74
116757,17.77,1.27
116760,-33.73,-30.33
116829,-4.77,2.73
116840,-31.41,-5.53
116845,-220.82,55.83
116858,-22.0,-53.86
116932,15.45,10.09
117039,23.88,-12.58
117046,13.66,-25.39
117271,-3.82,-8.17
117355,11.04,14.82
117434,-18.06,0.53
117490,-3.79,-3.36
117712,341.01,41.5
117812,-9.58,-10.67
117893,-3.35,-7.02
117921,-4.18,-2.21
117928,-0.3,-4.27
118014,-13.32,-4.33
118037,7.71,-0.6
118093,-0.33,-1.11
118102,23.45,3.02
118117,119.18,-14.88
113463,-0.92,-1.46
113501,-26.11,31.64
113505,-0.5,-8.58
113512,17.3,-2.17
113599,7.13,3.09
113620,-2.78,-11.14
113625,3.96,-8.38
113714,-31.66,2.91
113721,3.55,-0.37
113764,24.91,23.95
113806,16.15,5.58
113809,-3.29,-4.46
113819,13.22,-0.32
113835,-2.53,-1.88
113856,23.83,-13.46
113919,166.04,166.94
113934,8.1,-6.85
113951,3.56,-2.43
113960,49.95,20.22
114045,2.27,-3.0
114083,7.46,-2.16
114084,3.75,-5.32
114097,0.16,-3.85
114103,1.6,6.31
114154,1.84,-1.37
114162,3.62,12.27
114169,4.45,-0.32
114210,152.39,131.72
114245,-0.59,-3.46
114317,3.29,-3.68
114329,2.39,0.0
114345,4.64,0.23
114395,-5.45,17.36
114417,-252.63,-319.67
114425,2.92,-2.97
114454,11.17,-8.55
114481,0.77,1.58
114482,-2.34,-5.83
114484,-7.01,-20.8
114501,52.24,12.49
114507,-7.35,-3.47
114523,-5.16,-1.84
114537,1.02,-4.68
114559,-18.12,-22.01
114561,343.64,-47.75
114570,90.23,95.56
114578,22.79,2.97
114623,10.66,4.3
114624,-4.07,-3.62
114704,1.86,4.31
114714,45.34,-6.96
114760,0.23,-1.0
114796,179.75,16.99
114836,5.33,-4.28
114890,-1.08,-2.09
114892,43.13,4.73
114900,8.5,-11.28
114924,111.87,-236.51
114943,2.45,-0.79
114992,-7.61,4.0
115007,2.17,1.32
115022,34.55,7.17
115130,-7.15,-3.75
115155,2.37,0.55
115226,8.5,-1.86
107199,-2.99,-2.0
107435,7.26,34.24
107466,16.53,17.66
107586,-10.73,-2.17
107598,-1.73,-3.19
107730,20.47,1.99
107732,11.79,5.02
107767,-4.14,-5.86
107789,-1.51,-5.07
107915,-0.2,5.22
107967,-15.02,93.81
107969,30.03,16.79
107978,-1.83,-4.9
108017,-2.57,-2.76
108026,-2.79,-2.84
108111,-1.16,-7.01
108115,1.54,-6.53
108131,9.48,2.68
108189,-4.39,-2.01
108287,7.74,26.87
108301,22.29,-0.08
108313,-9.65,-23.75
108355,7.5,-0.42
108376,-5.82,-3.13
108384,-3.55,-2.83
108398,-28.2,-9.8
108427,-1.24,-1.3
108541,8.58,10.2
108546,-3.79,-1.28
108553,-5.08,-10.89
108570,63.86,-3.46
108625,10.24,7.73
108654,0.7,-0.23
108689,-39.36,6.14
108714,-0.37,-0.61
108724,5.78,-0.07
108749,-10.65,-19.07
108772,-2.72,-2.74
108794,12.13,1.91
108860,153.89,136.48
108887,8.76,1.07
108889,5.85,4.35
108921,46.31,60.13
108925,-3.28,-1.61
108938,7.96,3.02
108948,8.91,-0.06
108977,-4.32,-7.68
108997,-1.65,-7.42
109063,-8.5,-4.28
109065,20.33,37.04
109124,17.0,2.44
109143,-3.37,-6.53
109146,-3.14,-7.24
109190,-16.09,-22.3
109200,-1.77,-2.13
109213,4.59,-2.98
109225,-0.96,-4.61
109249,5.33,-2.38
109252,37.71,23.92
109307,-61.17,-49.91
109337,31.84,-5.26
109358,4.67,1.84
109424,9.46,2.05
109425,46.51,51.18
109431,13.56,2.88
109492,13.52,5.24
109497,53.12,28.47
109556,-7.46,-11.09
109572,237.16,130.19
109585,130.37,80.31
109603,-2.44,-1.27
109644,-6.77,-10.77
109692,53.31,26.04
109767,99.43,41.39
109841,113.44,30.91
109857,481.53,46.04
109867,-13.87,-33.53
109876,101.87,16.11
109972,47.0,5.76
110056,0.6,-25.14
110180,-1.42,-1.37
110200,-2.53,-4.14
110207,-0.51,-0.16
110266,18.72,5.84
110280,2.3,3.31
110294,-10.03,5.25
110314,-3.52,20.83
110320,0.05,-3.94
110414,-4.31,-3.39
110438,15.82,14.14
110459,16.32,4.41
110497,17.19,5.22
110561,26.52,-19.94
110662,-2.98,-1.77
110730,-5.97,-14.49
110819,4.87,-1.09
110834,4.66,0.93
110889,404.03,205.08
110893,-865.47,-461.53
110923,-6.47,-5.65
110925,20.89,4.67
110933,19.53,11.0
110937,-2.82,-5.9
110964,-4.59,-1.9
110988,16.19,4.28
110991,15.35,3.52
111037,23.47,14.21
111069,15.02,7.29
111089,-3.39,-1.68
111220,-3.72,-4.5
111241,203.36,-22.99
111250,3.91,5.09
111253,-2.38,-2.33
111266,41.2,41.91
111436,-20.72,-22.59
111467,3.07,-8.05
111499,9.64,-0.52
111592,-2.48,-3.27
111595,-0.15,-13.03
111612,-61.34,-68.39
111702,4.88,-1.86
111829,80.56,-0.62
111848,-0.28,-3.87
111964,-2.23,-1.47
112086,13.33,7.81
112108,16.48,-2.42
112141,14.95,1.95
112278,21.24,2.4
112370,-18.21,-17.01
112430,-3.55,-2.44
112437,15.64,1.59
112508,7.87,7.13
112536,-15.91,-6.1
112646,8.66,8.73
112772,-1.45,0.19
112780,-6.69,-11.26
112881,-5.8,-6.45
112889,28.55,9.83
112969,25.13,5.61
9,-6.88,8.57
70,-22.8,-19.03
71,-23.59,-20.52
74,157.18,-41.27
79,16.55,-13.75
111,256.97,-3.93
141,19.93,4.98
220,13.76,-2.26
311,15.51,17.97
374,-17.51,-30.99
375,94.78,-80.11
394,769.18,99.69
431,31.04,-4.25
432,3.43,-37.03
461,-14.74,27.02
590,1.95,-0.42
614,-11.62,-4.37
634,8.57,-16.89
670,7.44,-6.64
689,115.53,9.34
699,-114.52,-125.06
725,-9.65,-11.04
789,-22.19,-9.03
880,49.78,15.91
923,-3.55,-2.12
1030,1.76,-2.65
1035,11.72,-2.56
1048,-26.34,-49.15
1049,2.64,-10.48
1089,-0.03,-7.44
1112,1.65,-6.7
1137,8.81,12.15
1211,20.75,-20.61
1297,156.79,131.34
1333,-27.66,-25.84
1336,89.68,47.23
1403,29.52,-14.81
1411,-171.55,-94.06
1441,14.21,-21.07
1459,2.76,-5.92
1473,-65.67,-42.0
1492,-2.9,-9.15
1579,-41.08,-22.11
1617,188.87,-32.07
1688,-26.67,-20.76
1716,-11.76,-11.07
1721,-6.12,20.71
1722,41.54,5.48
1744,5.85,-2.43
1769,4.1,-4.44
1798,-9.23,-4.87
1861,-3.44,-12.48
1882,24.65,-6.95
1996,-12.17,-5.88
2016,-40.89,-27.41
2018,23.42,-8.91
2040,-10.52,-7.3
2054,16.69,-1.5
2064,163.08,-6.89
2104,27.79,-8.31
2105,7.04,-12.88
2128,314.99,-196.31
2180,-4.09,-12.49
2252,5.97,-6.81
2270,-3.87,-3.08
117727,56.68,-52.32
117744,15.86,8.6
117762,-123.62,-90.45
117788,-39.71,-43.33
117793,16.14,-39.95
117890,-4.95,0.42
117945,-20.67,-10.41
118150,-12.02,-31.63
118177,23.3,7.59
112198,-9.42,-13.6
112213,-2.59,-4.02
112215,-0.44,-5.76
112241,6.96,-28.81
112273,-13.26,24.68
112293,-1.43,-5.36
112305,15.95,-20.11
112323,14.77,-23.68
112334,-0.74,-16.62
112364,-21.75,-11.04
112410,1.36,13.7
112418,-1.58,-3.07
112475,-51.1,38.73
112476,3.1,0.43
112513,37.74,14.91
112582,11.9,-9.05
112590,-42.8,-63.7
112600,-5.23,-6.63
112609,3.91,0.59
112627,56.24,-4.65
112628,28.21,-3.14
112665,24.25,3.43
112722,-0.23,-37.75
112751,36.98,-22.6
112768,69.1,-70.77
112808,3.81,0.54
112823,-367.79,-123.08
112831,-6.98,-4.1
112842,-3.77,-22.48
112863,3.69,-1.06
112884,-13.5,-12.6
112903,11.29,3.47
112906,-0.08,-5.46
112928,14.66,-2.76
112931,-6.22,-2.68
112942,21.94,4.26
112987,10.5,-13.31
113009,8.99,-9.1
113036,6.4,-1.91
113052,87.93,12.89
113075,14.98,-2.72
113082,9.87,-9.56
113084,97.02,28.16
113144,92.42,5.64
113174,88.06,9.32
113200,24.79,-3.71
113222,19.5,-1.66
113297,3.34,-1.59
113308,-6.62,-5.7
113322,55.64,-6.33
113364,-13.17,-11.58
113365,55.05,-3.75
113371,0.19,-5.42
113455,-16.88,-28.65
113472,5.47,-1.22
113516,-5.85,-6.19
113535,-205.1,-201.63
113546,-223.39,-236.3
113551,2.86,-6.74
113567,6.73,2.8
113594,-36.88,-29.29
113640,-1.32,-7.82
113660,282.49,-31.99
113695,42.71,-35.09
113710,-4.02,-6.07
113713,-3.36,-5.99
113717,-8.93,-8.23
113741,60.96,-17.29
113796,-12.58,-109.93
113804,0.03,-44.54
113816,-8.15,-22.26
113847,-27.78,-17.93
113862,11.43,-1.69
113874,36.99,5.06
113875,-6.43,-3.62
113892,-0.98,-6.72
113938,17.2,-0.51
114023,1.57,-3.22
114074,-8.95,-12.99
114087,24.99,21.02
114133,78.89,31.22
114136,95.68,20.2
114192,0.35,-11.3
105846,-18.88,-28.49
105984,9.04,1.39
106082,0.87,-9.46
106109,9.33,-3.6
106151,-6.76,-5.45
106252,-0.96,-7.04
106303,-0.68,-3.02
106305,419.51,150.8
106379,8.48,14.71
106388,6.43,-2.82
106422,-9.6,3.12
106465,9.36,-3.41
106473,62.6,-100.43
106498,-10.18,-9.97
106558,36.11,32.5
106574,-28.27,-19.24
106589,9.08,-10.9
106612,6.44,12.81
106708,31.88,34.89
106742,-14.54,-39.32
106802,91.03,52.9
106821,20.03,-12.74
107013,38.92,4.22
107066,4.37,-2.6
107121,1.85,-0.41
107129,5.55,2.7
107298,-1.88,-12.09
107308,7.37,-2.52
107340,-16.47,-21.34
107410,19.46,-16.91
107421,142.35,112.9
107436,-10.63,-20.81
107445,92.42,10.27
107657,4.64,1.46
107744,-29.34,-12.47
107760,8.15,-0.78
107813,-65.24,-48.08
107840,10.69,-6.41
107844,-6.59,2.9
107980,13.48,-0.02
108049,-6.4,-15.64
108160,-7.83,-15.84
108172,23.1,0.77
108278,-40.01,-34.79
108403,-9.25,-11.07
108531,-3.13,-5.58
108621,4.1,-2.41
108634,-245.79,-248.12
108715,4.64,-5.51
108812,30.21,0.48
108969,5.75,-7.94
109010,179.93,82.21
109089,-5.88,-6.68
109182,118.63,63.37
109313,-7.03,-9.69
109361,49.77,-37.45
109410,-12.87,-18.95
109418,-15.09,-29.49
109645,12.29,8.89
109654,19.56,-50.44
109676,-6.37,-11.27
109961,89.89,-1.82
109979,18.44,-1.91
109983,-7.58,-24.63
110011,-2.94,-14.82
110194,-67.19,-66.58
110297,3.6,-2.03
110301,10.72,-16.8
110305,-29.33,-36.63
110389,-8.16,-15.6
110486,26.96,-19.94
110571,16.36,-0.1
110603,-15.72,-21.0
110642,-189.97,-26.24
110710,4.46,-4.49
110716,185.17,-194.06
110754,-10.21,-11.88
110757,-5.66,-30.64
110840,7.55,-25.91
111033,-17.64,13.96
111068,31.87,-13.4
111202,-1.05,-21.42
111203,27.44,-14.96
111227,56.09,5.27
111279,12.99,-11.52
111342,-1.9,-9.79
111493,-83.08,-58.96
111527,25.73,-2.49
111559,-16.88,-17.09
111567,4.69,-59.39
111627,-6.21,-2.18
111721,8.15,-1.52
111734,7.57,-26.66
111842,-7.24,-4.94
111899,1.4,7.46
111912,-9.12,-19.41
111922,-2.85,-8.45
112089,17.26,-0.6
112173,2.07,-10.19
112227,-4.67,-7.08
112360,-6.49,-19.98
112402,145.85,71.04
112539,186.65,118.99
112625,-12.8,-35.3
112712,-10.72,-40.99
112775,11.16,7.72
112800,840.63,317.29
112837,43.61,4.92
112840,1.4,-4.44
112921,19.17,-2.84
112952,14.35,-7.45
113043,147.52,79.79
113076,-74.11,-234.54
113141,0.48,-1.98
113252,-11.59,6.29
113262,-32.1,-0.47
113298,3.13,-2.1
113335,-6.2,-32.83
113436,-22.4,-76.63
113487,23.28,-21.84
113618,-7.66,-0.82
113633,199.94,-31.17
113642,89.37,-57.83
113719,25.77,-32.25
